killall gaserver gzclient roslaunch roscore rosmaster
EP 162 - 263 timesteps - Cumulated R: 706   Eps=0.27     Time: 0:51:26
EP 163 - 428 timesteps - Cumulated R: 992   Eps=0.27     Time: 0:53:04
EP 164 - 67 timesteps - Cumulated R: -15   Eps=0.27     Time: 0:53:21
EP 165 - 189 timesteps - Cumulated R: 397   Eps=0.27     Time: 0:54:03
EP 166 - 39 timesteps - Cumulated R: -74   Eps=0.27     Time: 0:54:12
EP 167 - 197 timesteps - Cumulated R: 334   Eps=0.26     Time: 0:55:00
EP 168 - 47 timesteps - Cumulated R: -80   Eps=0.26     Time: 0:55:12
EP 169 - 227 timesteps - Cumulated R: 425   Eps=0.26     Time: 0:56:05
EP 170 - 206 timesteps - Cumulated R: 402   Eps=0.26     Time: 0:56:53
EP 171 - 220 timesteps - Cumulated R: 477   Eps=0.26     Time: 0:57:43
EP 172 - 276 timesteps - Cumulated R: 640   Eps=0.25     Time: 0:58:44
EP 173 - 431 timesteps - Cumulated R: 1136   Eps=0.25     Time: 1:00:17
EP 174 - 430 timesteps - Cumulated R: 1055   Eps=0.25     Time: 1:01:52
EP 175 - 141 timesteps - Cumulated R: 201   Eps=0.25     Time: 1:02:24
EP 176 - 851 timesteps - Cumulated R: 2427   Eps=0.25     Time: 1:05:52
EP 177 - 257 timesteps - Cumulated R: 587   Eps=0.24     Time: 1:06:49
EP 178 - 190 timesteps - Cumulated R: 335   Eps=0.24     Time: 1:07:31
EP 179 - 189 timesteps - Cumulated R: 305   Eps=0.24     Time: 1:08:11
EP 180 - 199 timesteps - Cumulated R: 325   Eps=0.24     Time: 1:08:57
EP 181 - 198 timesteps - Cumulated R: 408   Eps=0.24     Time: 1:09:46
EP 182 - 197 timesteps - Cumulated R: 382   Eps=0.23     Time: 1:10:32
EP 183 - 194 timesteps - Cumulated R: 313   Eps=0.23     Time: 1:11:14
EP 184 - 189 timesteps - Cumulated R: 304   Eps=0.23     Time: 1:11:54
EP 185 - 192 timesteps - Cumulated R: 319   Eps=0.23     Time: 1:12:35
EP 186 - 190 timesteps - Cumulated R: 377   Eps=0.23     Time: 1:13:13
EP 187 - 199 timesteps - Cumulated R: 359   Eps=0.22     Time: 1:13:48
EP 188 - 195 timesteps - Cumulated R: 315   Eps=0.22     Time: 1:14:22
EP 189 - 193 timesteps - Cumulated R: 405   Eps=0.22     Time: 1:14:59
EP 190 - 672 timesteps - Cumulated R: 1593   Eps=0.22     Time: 1:17:06
EP 191 - 1001 timesteps - Cumulated R: 3046   Eps=0.22     Time: 1:20:21
EP 192 - 481 timesteps - Cumulated R: 1230   Eps=0.22     Time: 1:22:02
EP 193 - 685 timesteps - Cumulated R: 1867   Eps=0.21     Time: 1:24:38
EP 194 - 186 timesteps - Cumulated R: 349   Eps=0.21     Time: 1:25:17
EP 195 - 253 timesteps - Cumulated R: 593   Eps=0.21     Time: 1:26:11
EP 196 - 252 timesteps - Cumulated R: 522   Eps=0.21     Time: 1:27:04
EP 197 - 259 timesteps - Cumulated R: 506   Eps=0.21     Time: 1:28:04
EP 198 - 193 timesteps - Cumulated R: 328   Eps=0.21     Time: 1:28:48
EP 199 - 237 timesteps - Cumulated R: 514   Eps=0.2     Time: 1:29:42
EP 200 - 251 timesteps - Cumulated R: 588   Eps=0.2     Time: 1:30:38
EP 201 - 192 timesteps - Cumulated R: 397   Eps=0.2     Time: 1:33:37
EP 202 - 231 timesteps - Cumulated R: 529   Eps=0.2     Time: 1:34:34
EP 203 - 198 timesteps - Cumulated R: 395   Eps=0.2     Time: 1:35:19
EP 204 - 434 timesteps - Cumulated R: 1188   Eps=0.2     Time: 1:36:53
EP 205 - 1001 timesteps - Cumulated R: 3023   Eps=0.19     Time: 1:40:25
EP 206 - 244 timesteps - Cumulated R: 616   Eps=0.19     Time: 1:41:20
EP 207 - 224 timesteps - Cumulated R: 555   Eps=0.19     Time: 1:42:12
EP 208 - 490 timesteps - Cumulated R: 1258   Eps=0.19     Time: 1:44:01
EP 209 - 215 timesteps - Cumulated R: 453   Eps=0.19     Time: 1:44:49
EP 210 - 660 timesteps - Cumulated R: 1852   Eps=0.19     Time: 1:47:15
EP 211 - 430 timesteps - Cumulated R: 1058   Eps=0.19     Time: 1:48:55
EP 212 - 1001 timesteps - Cumulated R: 3115   Eps=0.18     Time: 1:52:13
EP 213 - 721 timesteps - Cumulated R: 2054   Eps=0.18     Time: 1:54:57
EP 214 - 197 timesteps - Cumulated R: 424   Eps=0.18     Time: 1:55:42
EP 215 - 1001 timesteps - Cumulated R: 3403   Eps=0.18     Time: 1:59:22
EP 216 - 435 timesteps - Cumulated R: 1194   Eps=0.18     Time: 2:01:01
EP 217 - 221 timesteps - Cumulated R: 458   Eps=0.18     Time: 2:01:54
EP 218 - 195 timesteps - Cumulated R: 294   Eps=0.17     Time: 2:02:38
EP 219 - 258 timesteps - Cumulated R: 525   Eps=0.17     Time: 2:03:34
EP 220 - 419 timesteps - Cumulated R: 1151   Eps=0.17     Time: 2:05:09
EP 221 - 895 timesteps - Cumulated R: 2576   Eps=0.17     Time: 2:08:01
EP 222 - 728 timesteps - Cumulated R: 2041   Eps=0.17     Time: 2:10:14
EP 223 - 435 timesteps - Cumulated R: 1234   Eps=0.17     Time: 2:11:32
EP 224 - 1001 timesteps - Cumulated R: 3086   Eps=0.17     Time: 2:14:34
EP 225 - 731 timesteps - Cumulated R: 2206   Eps=0.17     Time: 2:16:48
EP 226 - 1001 timesteps - Cumulated R: 3251   Eps=0.16     Time: 2:19:49
EP 227 - 663 timesteps - Cumulated R: 1832   Eps=0.16     Time: 2:21:57
EP 228 - 424 timesteps - Cumulated R: 1078   Eps=0.16     Time: 2:23:15
EP 229 - 192 timesteps - Cumulated R: 438   Eps=0.16     Time: 2:23:50
EP 230 - 1001 timesteps - Cumulated R: 3232   Eps=0.16     Time: 2:26:52
EP 231 - 1001 timesteps - Cumulated R: 3336   Eps=0.16     Time: 2:30:00
EP 232 - 481 timesteps - Cumulated R: 1149   Eps=0.16     Time: 2:31:24
EP 233 - 245 timesteps - Cumulated R: 404   Eps=0.16     Time: 2:32:08
EP 234 - 476 timesteps - Cumulated R: 1075   Eps=0.15     Time: 2:33:33
EP 235 - 1001 timesteps - Cumulated R: 3242   Eps=0.15     Time: 2:36:39
EP 236 - 187 timesteps - Cumulated R: 464   Eps=0.15     Time: 2:37:12
EP 237 - 1001 timesteps - Cumulated R: 3225   Eps=0.15     Time: 2:40:12
EP 238 - 1001 timesteps - Cumulated R: 2929   Eps=0.15     Time: 2:43:21
EP 239 - 464 timesteps - Cumulated R: 1448   Eps=0.15     Time: 2:44:44
EP 240 - 934 timesteps - Cumulated R: 2779   Eps=0.15     Time: 2:47:36
EP 241 - 234 timesteps - Cumulated R: 605   Eps=0.15     Time: 2:48:22
EP 242 - 1001 timesteps - Cumulated R: 3314   Eps=0.14     Time: 2:51:20
EP 243 - 1001 timesteps - Cumulated R: 3272   Eps=0.14     Time: 2:54:20
EP 244 - 721 timesteps - Cumulated R: 2035   Eps=0.14     Time: 2:56:32
EP 245 - 1001 timesteps - Cumulated R: 3130   Eps=0.14     Time: 2:59:30
EP 246 - 1001 timesteps - Cumulated R: 3128   Eps=0.14     Time: 3:02:39
EP 247 - 1001 timesteps - Cumulated R: 2680   Eps=0.14     Time: 3:05:40
EP 248 - 1001 timesteps - Cumulated R: 3071   Eps=0.14     Time: 3:08:48
EP 249 - 1001 timesteps - Cumulated R: 3104   Eps=0.14     Time: 3:11:45
EP 250 - 1001 timesteps - Cumulated R: 3302   Eps=0.14     Time: 3:14:49
EP 251 - 1001 timesteps - Cumulated R: 3161   Eps=0.13     Time: 3:17:49
EP 252 - 1001 timesteps - Cumulated R: 3204   Eps=0.13     Time: 3:20:51
EP 253 - 1001 timesteps - Cumulated R: 3136   Eps=0.13     Time: 3:23:56
EP 254 - 1001 timesteps - Cumulated R: 3324   Eps=0.13     Time: 3:26:54
EP 255 - 1001 timesteps - Cumulated R: 2936   Eps=0.13     Time: 3:29:58
EP 256 - 1001 timesteps - Cumulated R: 2781   Eps=0.13     Time: 3:32:57
